,Unnamed: 0,Unnamed: 0.1,msno,city,bd,gender,registered_via,registration_init_time,expiration_date
6673,13537,32111,kBHVcGKzb+J7xHt7sTzTLGlgs/LuPkRSgf9Jx87doh0=,13,20,male,9,20121027,20180510
6674,13538,32117,lYAYPB93AYpAk9W1/6P3QFL80uUrpUfd0O3Jb5sqDS0=,22,27,female,9,20140325,20180722
6675,13541,32125,cBT0mFe4knne5VgcBBUXMWU07N6W+XgtKEmvxFrTHYg=,13,20,female,3,20130209,20171006
6676,13543,32128,QYE1bUJO43S0HgXa3CmMuwlJqtibqJxd7L9qJUh46YA=,13,28,female,9,20161123,20170710
6678,13546,32138,MnkrugkdYL01zUxZw+NXHBLSoZhER8RQSJMWx3318QU=,6,24,female,3,20140916,20171008
6679,13547,32139,C020xxWv4EHk8/U55A1EwKGTYr3l3esJCJPUw7K8epw=,6,22,female,3,20160613,20170919
6680,13548,32140,oYzmmcm1S+aMo/zwf/8jnuVJaTnl7oPkTZgyWrj3dWE=,4,28,male,9,20110308,20171002
6681,13549,32143,OBhCuGr9/Vif35ztzJ8XD0oJhZP1tFxBhmGfsvlZcEc=,12,26,female,7,20130308,20180418
6682,13550,32144,klZwE6vfu35TvI8HbkezlFA+MFBoTpodEMvRYDi0Hz0=,1,24,female,3,20141127,20170908
6683,13551,32145,6EeXWHXVcd89Nk7iYXV2aRy9VZUNIjgfo8L+ceE6nzA=,9,22,female,3,20140111,20170909
6685,13553,32151,ZKUcJrzJd7k1j0/UN4700764+acvUtErq6rUQvB6I2o=,6,21,male,7,20160214,20170813
6686,13557,32160,BG7XESbu/b9ooTOykFtwQUYZbqRQ8OPmFhxPCyDWLDo=,13,27,female,7,20110219,20170917
6687,13559,32162,IwhC2ofSQV3zYBAVOaNzM8PVRt6wWHmWlHXLTxIS9HQ=,4,22,male,3,20150613,20170828
6688,13562,32168,RvuGiNef4n/4JsIUx9pBlhxaiGCGQlyKZ1b6HC3V3xY=,4,22,male,9,20120802,20171004
6689,13565,32178,+4X/LV1GF60GfVJRS5941H60DDLfK+7g9PAy6cKpzso=,4,28,female,9,20130415,20170923
6690,13566,32180,/pmlEIldhDPeT198ktbLEvZ2bap0OajKpZXzoLqPdF8=,13,22,female,9,20150821,20180107
6691,13568,32185,YyqmcQOLtE/vUSSpAWD71qN9veo+dnHt7zzOea0LtEI=,14,27,female,4,20160822,20170411
6692,13573,32200,FQxw+TkUrHEdrlGKIeVR3D6JTXPkm4Aqmoy9UKWid/g=,12,22,male,9,20090102,20170508
6693,13574,32201,ARel10UZWzgSxSUqYwbFtFViNwgQCLK1aMhkoJ+mscM=,5,23,female,3,20121204,20171018
6694,13578,32206,EQq62ztSs6ok1ea8Srh25oaCldMSyWhmFoWd8wmBjng=,14,21,female,9,20060626,20171101
6695,13579,32208,9/Ea4lAkzbQCdvdeg2NI56qhB8/MmxICNIOxQMYh8Fc=,5,19,female,9,20150606,20170611
6697,13581,32211,2dlGOjjOwtdP8Yvf3SwgEHxC7DAtShs3mWi8JehizbU=,22,23,male,9,20130302,20171006
6698,13582,32215,NjaYJKBVy9HN2b2PCWDosXCuEIIDiTYFrNIdxbe/xd4=,13,26,female,9,20041130,20170930
6699,13583,32217,E+/dEAWQaVegPweox55iaQlqRbhorKthbqFiw/ORA+w=,17,23,male,9,20150820,20170916
6700,13586,32228,PTWuDw16MqVaurO7F5gOhVzKCN8Duh96+htZYEuys1k=,5,28,female,9,20060309,20170919
6701,13592,32246,lGpVIIagzV2sm/cyW8aZRKHzbvvq6tmzi0qbbUtQAdM=,5,20,male,9,20141213,20170901
6702,13593,32248,tLNIjJsPGNvHqxHUNsEEMHDEqvnxV291WgCPJ4QQ7s4=,9,21,male,3,20121230,20171028
6703,13595,32251,xSBS97UwzlfhA8mZmwZ3TMxdcwYH63H1Hk7FCvolQxM=,13,19,female,9,20100828,20170910
6704,13597,32258,BnyFtEPjfo7t6viLZ5Y4H8z7haxLDDaQWqRaTxLTK88=,13,26,female,9,20110521,20170914
6707,13603,32264,exE6thVv6+X1QFMAeu9kswl2uuL1QRPK9MUM8BTLUI0=,4,23,female,3,20150428,20170928
6708,13604,32265,gp3JeBBH2f5zFaN2NsKe7NVc2yrtf79oginCkonb+T0=,17,25,female,9,20060502,20170614
6709,13605,32270,ir+wOYEh/73e/cLj6lS6GU7wcY9aY/YGUcZsm0QduBM=,18,23,male,9,20131208,20170913
6710,13606,32272,vzVDyxClrdTf1h4Q+4BO2FlDqTFdtkFnlWmMUg9f9Us=,13,20,male,4,20151018,20180801
6711,13609,32278,FJgMJb2eypzPWfrJCVSkAUAkH9hc+9BK/R9ZGbDrn40=,4,25,female,9,20070416,20171027
6712,13610,32285,rezQsVvsBpi1drFULQsO4qoP3ePj08ISHmkK73c57P0=,12,18,female,4,20151126,20161222
6713,13611,32286,ME83fhS9eiu/LyaNxp4rDToL0i8fS6eOzhd9+46h5Sg=,5,24,male,7,20150317,20171006
6715,13613,32290,aYymDs8lruJMIFTCXwXDgt1pJp8aJRWtikWn5kt4UMI=,6,18,female,3,20150823,20150830
6716,13616,32294,MlX8plIeXmVN/7jqzQAnVh77ziTW5MKW6QyJuC6l7fM=,9,26,male,7,20110620,20170613
6717,13624,32307,H+dP43lEkcVyn5wcGTVv0U/z94MowZs6LnU3eiGkra4=,10,22,female,7,20150806,20170919
6718,13625,32309,LfUbTdBK9oWpdmoLCTkGV1PL+Koe+ngEJaKOQaINkWA=,13,25,male,7,20160328,20170930
6719,13626,32313,U8ZXa/dZtOmRplKpiEqT8vrUpgiJJx4FPKy4+zjq4K8=,15,25,male,9,20110119,20170930
6720,13627,32316,EbCnhecwbtc0LgP1yf0ZqZaQ6Xc5189EjbUOWO3uh4k=,13,23,female,7,20130928,20170924
6721,13628,32318,ik36qShKMWJ5bmZ/5RR+8w8tarxL3Zt2/l7CQrqqnt0=,4,18,male,3,20131025,20171015
6722,13629,32320,Zn3GaSZuEL4+V1b5t+W2ZrxKSw7Vlmp6byPkuX2gaEg=,13,24,female,9,20060709,20171001
6723,13630,32321,AKBWk3mqR4wR7tRB5ZS5XnQUFbect+ItBXmVwOw/FeQ=,4,28,female,3,20150620,20180326
6724,13636,32333,sCjn+4HikvGALVi+Fm3YZ3g9TqjBoToVkhrhR6PBWoc=,15,24,male,7,20160220,20170920
6725,13643,32356,0bgoCdRd/gvL+6PhJEi9Q69Ok71N24OziMajYh30mTc=,6,24,female,4,20161227,20180216
6726,13645,32363,0fDvnY2zmv71rFbsKFqDteoKHnWdFXERgKXLx8qtrMQ=,13,25,female,3,20111210,20171024
6727,13647,32372,LczIc1Salbktnh4t6Fe6I7FP/0BRyw0845+MkKjSaMU=,1,18,female,3,20151223,20170920
6729,13651,32379,OLdMb3KYTCwwycEYs3VXui+RD40R3IssuL6ZYFs+ZCg=,4,27,female,3,20150531,20170710
6730,13652,32380,kwhns5nrmpOXdFqHwbC8ZLT6V+bpinu8/qJv5FFpbM4=,4,20,female,7,20150816,20170916
6731,13654,32382,rtPkjJ50iyioV3/URBjKQRdB2/wM8Oa6I4wR80ohbsg=,4,20,male,3,20140131,20170911
6732,13655,32383,n7V1D5AuwLykWxCzsU1eNPSyxVbrSXs6IXiWF2zN0gY=,13,28,female,9,20051025,20170712
6733,13656,32384,6RPYiadMRpkxxnoPGyD/Jq3H45fe+973pvSQbxYYVwA=,11,25,female,9,20141207,20171005
6734,13657,32386,3J7599irV9U8eiETOfMeTkD7Nr/FObQBtN+au7ecY6Q=,6,26,female,3,20150923,20170718
6735,13659,32388,lZ9CZeWBifD5WQq+/YnMtUQf5JkpYacRLFOeqs1eM88=,1,21,female,9,20140628,20171004
6736,13661,32393,thm5WWszbiXlYmyetGF6GFUXr1ZlnfHAPY9hiuJsgHQ=,11,21,female,3,20130928,20170924
6737,13662,32394,kG0RBksvdpBYM7Kus0Atpkg/bb/uTP1uwBJuAODy1XA=,5,23,female,9,20140130,20180621
6739,13665,32403,l0P/scNyItGhW9lmPaGa9t0UjNKbJb68SIRZR0KRBr0=,9,24,female,9,20111110,20170913
6741,13670,32411,n+EvM0NSP9CWixivnib+gw+Y8KfzfXOgSTllp5rvX9U=,13,26,male,3,20121211,20170626
6742,13674,32424,D3r1vx+fhvNQuPygTCM+wiW+JVsBR+7U13759Ff95ck=,22,22,female,3,20140813,20180712
6744,13677,32429,WAMP/H5c6qIMyLg6c8OoZsWxP28qaWsLRuf1mBZSfdE=,13,26,male,9,20080708,20170918
6745,13678,32435,3w11dGbewmttm6002dTbM9JJEPdz4wa2vW4J/ixWFpY=,17,28,female,9,20061116,20170916
6746,13680,32438,vAhK6+W8vZpKjZCkBFGNcTlihBVDV87zwacoMKA5wEo=,4,25,female,3,20121027,20170925
6747,13681,32440,B4P1g6sGBILzGhelH/YKkfpkFgWfn/LgS4KgU+bEaD0=,13,25,male,3,20130219,20170924
6748,13682,32441,5iQuLDTmJuU1KTfsKXJbGY4CC6Y/0x4XJ2vsW8nVMzY=,5,26,female,3,20131114,20170929
6749,13684,32443,+U1zpLxJ2FtAqHSRQXKghCg4EmZEyuqhEVzCRvTXeM8=,12,27,male,9,20080601,20170825
6750,13687,32452,HjR978XhFLGUU73c4cnLnQ9aQpwKtoZFoXkqcFc2ViE=,13,28,male,3,20121012,20171123
6751,13690,32458,qvv784QSF1BXHihLCpErUzBB7XGqDMIBx0KTS34l1/E=,6,27,female,9,20050423,20170930
6752,13693,32462,/iekf3l8b3NrQtnm5Frs/XzYiTo7P1u/mmQdpMZRK0c=,13,24,male,9,20120916,20171011
6753,13697,32468,f//BLPGS94F6naWwP/3mfmRGbXkYaskZxJp5uuzauug=,15,25,male,3,20151104,20170915
6756,13706,32490,eUrebT+2lbfWZEa536gUvBZ741DkQUmtNqo4Xmx6pXA=,22,20,male,4,20151116,20170330
6757,13707,32493,M+0C4vNtTpo9KBKe+pqQES4SymCoYpZWIhJ7+EQudCo=,22,23,female,9,20090321,20171014
6758,13708,32496,9/SflST4AdNHOZHffrQgNxjCT+qMjN8ggVgxs48lAXQ=,5,24,female,9,20160113,20170214
6759,13710,32499,p+hqCFpzp3nC5usgAOjTM0YPtqdsZFi+JFhcz0dAA2k=,13,27,female,9,20120701,20180103
6761,13714,32505,wIUj/b9d7bNSBU6C23NBGuZs6Q2oCATd23ttv2/fw0Q=,13,21,male,9,20101002,20170716
6762,13715,32506,d2x+bEa6Kw70VlymMTvotrZ1jyk0gKQBbTFAyNjQ5Ks=,1,21,female,3,20151021,20170622
6763,13716,32507,rySWllpOpS0xbuc4c7mC5LrphIJtkQwPmE+2bDzdbew=,22,21,male,9,20150116,20170210
6764,13719,32511,FQqOBZ/eg6xj4L3oi/wVQ1g6LRfkq3wE/pwA3YdVUlQ=,22,18,male,7,20160124,20170609
6765,13723,32519,e/CrWAISBBpw/Nu57kV7FadXZJP7s62LcF8dWl45mjo=,22,20,male,9,20081101,20170701
6766,13726,32525,uEHhbWueFfWC4tl8KGvrbIXCsVmePaZgVQAlsjgtjUA=,4,22,female,9,20130209,20170726
6768,13737,32562,VkW+UC9Unk02lUTkEXO3MIq+kkcWM+bSppR63Xe5GBg=,22,24,male,9,20100808,20170930
6769,13741,32578,HkmEa6g+Sx+Y0UG9kZvUg0YMl7sSX2CLxVUCRfSW9lo=,1,19,female,4,20161215,20161218
6770,13743,32583,ZKuc8xwUI8Jo/FYlqyjIAJwWRG1doQNstGpAmLL9p1A=,14,27,female,9,20060325,20171031
6771,13744,32585,M89AWdquAn1GPH57DF41nFPAFtLPmw8e/83XcUBj2lc=,15,22,male,4,20160417,20171019
6773,13748,32596,9gg2+52WDkcHhIJXaIkgOgYd6IhfImHVt/oD8lV7518=,5,27,male,9,20161214,20170916
6775,13750,32605,obfaFreQU8yyAZ2kosOQ1AmxlxklF/XE/Zl2KphsgHE=,9,27,male,7,20130731,20170920
6776,13751,32606,/wspDvZ+onA/8UEwIkrBJzL5pdW53uB6XCJI4ttDy2s=,4,27,male,9,20080712,20171029
6777,13752,32607,VcIWrELd4L0Obh3wisQ6enBqPs3lmYVbt7lUMmx5NdE=,22,27,male,9,20051030,20170925
6778,13753,32610,8rFfffcr8ppCZrWcmCSpsIq7yYgpF5xZz0yA8cCXLTs=,15,23,male,9,20141016,20170920
6779,13754,32611,lc8/HRnjiaPsc/cZ6o6f6uKCAwn1opP43648Mx5dSe4=,22,18,male,9,20141129,20170904
6781,13759,32621,o4qUq50AqnD86kljwWehlpYHQ7wvOOYiyNLoE3u3LUA=,8,22,male,9,20080906,20170610
6782,13760,32623,B14Thl6p2fkkE10+Jq2KXliDLa7LLQX6b5kEvkVzylw=,11,21,male,9,20050813,20171006
6783,13761,32624,OZ5Q6EtN9FKMX85gRuiLiojS0VVLsZCFLCEws/faMVY=,22,28,male,3,20121210,20170302
6784,13762,32626,ryVwttFFCool4dDZK10jAoJrlVWcnK2uVa++2sHm5KY=,13,25,male,7,20121224,20170923
6785,13763,32627,czFcpZwra7T9IIc010SKdCIVXy3MF/upEaYhZiT7U9s=,13,28,female,7,20111212,20171002
6786,13764,32628,SClM7tdU9XuG4RfbJkqG7oEeotvk98OyvTEpTDnpGhQ=,13,23,female,9,20140323,20170912
6787,13766,32630,Mk7YkctvRZEH2ny7RcUdnoagQzIdsguZf/aIrU2Fx4E=,1,18,male,4,20160620,20170106
6788,13767,32631,37cfdk7dR9FHspSzDNqvCxdsGp2SDAqDVaoxQadY2Bk=,13,24,female,9,20130723,20171002
6792,13774,32651,Jps3o8iAj5dvH5oZMcyN8OIEjdEYcUMKD97dRLBdxPE=,22,26,female,9,20140124,20170930
6793,13775,32652,5YN3nikkTBOMPPZEi31Yiuj2J3FgvBZDlUg7l19oTW8=,15,24,male,9,20070606,20170107
6794,13776,32653,nujEMhLIMu/q7HjbuUaWma69M4dkh/nN/KiiCTuxPN0=,15,24,female,7,20141129,20171006
6795,13777,32655,5zib4/eubcgW7+K74tRcm7Xwu9CHHSPpbADBoDSG9u4=,13,28,female,9,20091221,20170930
6796,13778,32657,q39cCr70kO5ksYjvIpxL3BLm/4ma8T5m3tZr7R+Cyqw=,6,18,male,9,20150404,20180222
6797,13779,32658,kgihiLhHJEy4F3+ja4mVW+AiY8ZfIpzG4BnMsH6vnPA=,5,19,female,9,20141116,20180303
6798,13780,32664,IO7sGiW6pCvyZVLS5ajQ7jvV4qtA5Lt1hHQWgWTagwQ=,13,23,female,9,20071020,20171004
6799,13781,32665,jjK86GI/bAbnbeI5iEmr39N1WhkN9FFQoFs3BNbOojU=,1,27,male,3,20140827,20180318
6800,13782,32666,cEqsMgd9z9pa+m4WRKPgDoSykL8DNKO+kXSrvEYpZws=,15,23,male,4,20160924,20170926
6801,13786,32679,RbA5xwdJAViJNIFL41ygRWVKowniS0cQ4kJTtK+8yzA=,5,26,female,3,20141204,20180226
6802,13788,32684,4400NsbnGcn+860sf9CCxAa5oXHpiVIq4G2+KM4cJjY=,6,21,female,3,20140615,20170609
6803,13792,32692,rn6inDXuCDeAjcS6KFCaMHBsXJa0rCPuJJeHLcDCLxo=,14,19,female,3,20170122,20170125
6804,13794,32695,sVtjv+ixKCFVnvKeNfmXE3+QLUhklYzyEE2DICk6WHw=,22,25,male,9,20120103,20180108
6805,13796,32698,FXM1pvdfzO5UymJ2p8l6m5e7a+XlNiSXl1S3m+hCWcs=,18,23,male,9,20141114,20180315
6808,13804,32711,Thy+81A/unbHMYpnJ2++WyfORs3sP4HEz63XKjszzD8=,13,18,female,3,20131207,20180408
6810,13812,32724,T3A2NFuzt2kODSTm0aBXYpVJ8a9lS9rvL5DGzc7CYRw=,17,24,female,9,20080122,20170611
6811,13817,32730,HeTR3/6rwL/z6yfB+I8OqN9V5qJPG8Fitrmbl84uNTM=,1,24,male,3,20161231,20170613
6816,13829,32753,Fl6xRT05uPDGIK6iokf0ifzWLvpU2IXs0HJ0S/fluw0=,13,20,male,9,20160319,20170719
6817,13830,32754,pFzFAQMhNE0VlZayq1Wjxs+ftC9U6iv54oycem6XZcM=,22,19,male,9,20150304,20171011
6819,13834,32760,xPuKRPEueP0n+ppjXqKID+KwM4cO/4ueUUNXdQzhuUI=,14,19,male,9,20110513,20180505
6820,13837,32766,BLHBFr+GADmkqXRHpD6Hd+RGddiZjO+YIdG8OiEmkzk=,4,27,male,9,20150802,20171003
6821,13838,32767,+cwEfVCPYjuwiLanmSmTTUduDq3bLKtAwV0vuGAB7gI=,4,19,male,7,20131020,20170920
6822,13842,32772,AsIeYkpfTY9zWEEZMDpTJZzU/aZ22VdtqCoTUEocBvY=,8,22,female,3,20130421,20171027
6823,13843,32773,qVH8hNS5uMNfUHmigLnQS2y3X3zkjeRGnAZxbSEsDq0=,13,23,male,9,20110127,20170905
6826,13849,32788,JJ0P/w1q0dYakU4x0RKJKlq5VItR0WtkKw6oWZcy1Mk=,6,24,female,4,20170120,20170222
6827,13850,32789,5/RknVvbll+oyXWQpajhir1pxs+bmd5CjarrZFpytJA=,13,20,male,7,20140510,20170311
6828,13851,32790,kH4SytdVBUFcYlI0Os4D+Z9RloQ9fWv7tqfeqOkdKjk=,13,24,female,9,20120525,20180126
6829,13852,32791,XSCU5+AeC8p9xWYtOoZZ5ohpqf26127jMmciJ6mtnoM=,9,25,female,7,20140321,20170921
6831,13854,32795,Xl9fkqZTAhbUDrLHqs5IbQdR0Z9DY5/8JcRSvj+LDJM=,8,27,male,9,20100530,20170930
6832,13855,32797,niIDFC2G0Z+0amjZR+Ny304XVF5MJicho8UtymrDOT0=,5,21,male,3,20150304,20170923
6833,13856,32800,3udBQQKVfpxgripIk9upbcbK6pQNXG/5l82dnxrfy38=,5,20,male,9,20160318,20170825
6834,13857,32801,i0Xri+ogZ2dCeDlVtqcNpHFHgT2Jx1zpv7B2cWZIQqA=,1,22,female,3,20150217,20180714
6835,13858,32802,hE9WBNEn/Wv0qSG2hB7/C4oQStAxcGJgRnpn3ZY/abw=,13,28,female,9,20120713,20180818
6836,13861,32816,qugf2XkOymCOxUFMj9mFl5wgKGz7LKikswBhSIK1Kxg=,4,18,female,4,20160817,20170815
6837,13863,32824,XJY3aFWzO/LiKUtlWoect+rGrQuwU8q+wOvOM+qfFhg=,14,23,male,3,20130525,20170607
6838,13865,32827,TEbWiElcrF/WXf8g7PoiCLSOOOIVP+WeiCgDGQZUttI=,5,22,male,9,20150405,20181013
6839,13869,32839,dTwJUTcR1/6J4T3Lj+QwLKsswsKpQ0pdTgmCP6mvyxQ=,15,20,male,3,20150503,20171211
6840,13872,32845,gCs/sSB2iOife91GYkI+kKYdJZTG/TOl4O/CBqyIcLU=,5,19,female,3,20141108,20170718
6841,13874,32847,tnTM68+SpzhBQ9LOfC2NX+2YzVHROKT6C7jiVFcZ2sc=,13,19,female,3,20120107,20170309
6842,13877,32855,lva3zGrpV4tYoONpZs1b18V91Ol9FkV7Lt+UrZ9Hs4c=,6,26,female,9,20080316,20170914
6843,13880,32865,1LJTmaMP12+tMHbrJetWB2tCtYDr+4LnJUGapw3macg=,5,27,male,3,20140310,20171022
6845,13883,32870,tsw48QaXM/rOt02NMJGjDIXXHuaK1HHMvzxfQl0R02U=,3,21,male,3,20140531,20181017
6846,13884,32871,NDUqNKDDANb4bw9F9+RYsvRId8DoHbwuwhF859NWDZE=,4,23,male,9,20100605,20180318
6847,13888,32878,cOboXTafXXXL5S2+R6fsa1Brl/W9eBdtjEwo4ze+ryA=,6,21,male,3,20140810,20170927
6848,13889,32880,Ium2/0AhgQjRMmjQx6clq6ZHmYZl2nGGNT3SGWjhQ/o=,13,25,male,9,20130303,20170909
6850,13891,32896,L4R4/Au90t8BzCAoEqWPeO9QrNOJnzUSNFkkiZsLYew=,5,19,female,3,20140607,20171007
6851,13892,32898,zjbmb92wF55xWpsrE7KdxkBpn2k5CBKXR3QWhv7UTSI=,15,22,male,9,20070301,20180913
6852,13893,32899,XRFNXY7cwL7RK7+AbNg2IEixFPREpw5xjYutZuLPtE4=,22,20,male,9,20140301,20180129
6853,13894,32903,xkrNnZ7NJJNbQqBgJiB3OrAO0vS0wKMpGbgogIaJI60=,14,22,female,9,20070628,20171005
6855,13899,32914,c/C0HZpP3vPUJhYO3wUX2V5mXq6B5Uzzu+HgPAFxuEk=,15,24,female,9,20141026,20180412
6858,13904,32926,rJ71gGLRy3LbRhVY8UF3Av7+yZh+Rwed7+MXftYv8P4=,4,24,male,3,20131217,20171005
6859,13905,32928,KlDQ88QMCqLvU0Qgobfzlse143I1UTqaPiXoDOcA0jw=,10,19,male,3,20141114,20170510
6860,13911,32940,3oYfi0B07o5Y3k3MXUeWWlyOj8mbvEumdihKUABZN6E=,5,28,male,9,20070222,20171020
6862,13913,32946,0KR2o0Oz+Hlf2DDWYETRGNNK+x6FeAbQH9sotqR+EjU=,22,18,male,3,20170115,20170712
6863,13917,32956,0lCW3utrBXZ1RKlBxEiGvCev+eDJvVXpfnEDuEyVSto=,18,28,male,3,20131126,20170912
6864,13922,32963,pzBOWhHJlK9lxiet4ravA3mXVObvKU6UpBYrlqYalvk=,22,27,female,9,20080619,20170930
6865,13926,32974,VYe7NJynBXWK0zfBBhmCZZsz7GKvLpZ/6D5IpXxhYfw=,6,19,female,3,20140524,20170902
6866,13928,32978,0YAw7DkmYfgWasWWDTiNYwzYG5j8cfYFF+mBmjbaZHM=,4,24,male,9,20111130,20170930
6867,13931,32984,8NcDsAn3CUEpnRRNbdLnJcsuzJ2Eo8qvmijER90ToDM=,5,27,male,4,20160102,20170917
6869,13935,32990,04aGxGUs8S40CnZP/RZg0LKN9z2ejMH3cUzhykcGsNA=,1,18,male,3,20170106,20170715
6871,13940,33001,ukZKUfL/u+VCaQwCnSpycmbkp57yZ48mPsE5HCMaXPo=,13,22,male,3,20150721,20170919
6872,13945,33010,TRbc1Xnigm/UDR9RmlheYa5H/AoT61Z1wWK9yO9OWJY=,12,28,female,9,20110213,20171014
6873,13946,33012,WX1tA4Ei/ygzqZ03eJ9PXnLl1REJM2gE9AFBsOW3MRA=,13,27,female,3,20140412,20170922
6874,13949,33021,TUnqOfzz9eZdSMpj8BONbUaXSLUe0i6TdNFmjZRQGFw=,6,28,male,3,20120519,20170925
6875,13950,33022,Ylu/ks+9LCzP4B7QLE5ju+L8M1hlp0RFELVtPSPLhcQ=,13,27,female,3,20130725,20171012
6876,13952,33026,mvSKbgmoB8ZZdfuQVRE6lgLiTAmu3krDQl1ioZHmtJU=,13,22,female,9,20141018,20170521
6877,13953,33027,2CS/Ja6N9WBrAlNfvv7VKUGxzPsK6x11L7zrzM2mBuY=,9,24,male,7,20131106,20170930
6878,13954,33028,tLooo5MAY0aeck2TysonPpApJUeOh0ifgn6K8DZixfg=,15,28,female,9,20080426,20171002
6879,13955,33029,8+ENaPgfI1JzTYx360Bw3zSvA7EtWrjQIj3rDMyo9GI=,22,24,male,3,20130322,20170926
6881,13958,33036,jbghcGKcaA+1crcujCOzpXJhgktxSgntUkmjWyc5Ww4=,5,21,female,9,20151028,20170702
6883,13962,33042,c1a6gmji2ojAP5/UiyQkmK33oMgY0RZJXg4S436DoAA=,11,27,male,7,20111127,20170930
6884,13965,33051,kXxNVpN3RP9A23wOL62sT1roKrL1BOotIS1Hr4sPyLE=,22,27,male,4,20160918,20170708
6885,13968,33066,CBydNkTNKKUT+dpQZubKxlYPUCbRIHSQpmIbbaOBYkw=,13,27,male,9,20051208,20171010
6887,13973,33078,QzMb0kQcdkjACRi+PA6XhDm2nlAqSiIlXY97hZpUv7Y=,13,25,female,7,20160305,20171004
6888,13975,33089,YH1ARoN/Qyhy6IUZuZc11sktoN18KrNHi83iVe0BzGI=,13,24,female,9,20131129,20180304
6889,13977,33096,68/cKulxZ27H4VJ3BukawreXprycpU0ohx15NeSaVm4=,14,25,male,7,20130901,20171007
6890,13978,33100,6xT/lzJPhJx6eOSi+fU7u9Z+X3CayQ6AhXAkaw1vBxg=,4,19,female,4,20161126,20161204
6893,13982,33107,AVXm7Nwo2eltYuBjvAB12mdW3W6licg+WhTM/1D1DxI=,5,25,male,9,20110112,20170930
6895,13985,33116,zR0mMOIT6ZR95KPhgPB5Wc1GNQYG17+1wf9g97yb1so=,1,28,female,9,20070810,20170911
6896,13986,33117,oXLdVzTxEJQHei4Fcj8Uu/oNKhJxgjd33wSCuJkv1OU=,15,21,male,3,20131120,20170828
6897,13987,33119,VUU4/TEOngWtt3XR/cHinz+rBnrYjvrKAl/1HNpIdbQ=,6,28,female,3,20141118,20180911
6899,13992,33125,hbnMcqaSphWxHsGzt3zX1HMfmSn5kvnP2gDH2BhnRxM=,15,22,male,9,20100101,20170708
6900,13993,33130,fSBA5SxL6yPZW3+BhjzIZcsROQ7/emIfYukrbkIyGKk=,15,20,female,3,20160106,20170614
6901,13995,33137,vbHB/ZOIsnONBnATdb58GBcMlSo1vpMRxVdxBsi+eKw=,22,22,female,9,20160305,20170616
6902,13996,33138,Yc3eUx09Gsn94g98sNKpwFJKRgke4V/rsOQPJU2N1+U=,6,22,female,7,20110422,20170705
6903,13997,33139,3dKOZFwMCb42tMF6VCrZg0fwgilhHMPwuPyduynbiJI=,1,18,female,3,20150928,20170919
6904,13998,33141,tpAE3W6wyDn2OWzdwCe2dhnc9JqDAkExksW2LTF2HY4=,13,25,female,3,20150701,20170217
6905,14002,33150,2P3NmRx+mkZ7q3njMHFsYZ1L97+SxdWRJjgckPYoQ8M=,22,26,male,4,20160624,20170107
6907,14005,33156,e+8UM93iNSlSoL7qAp0rIu0r7vsgymSGfjXnR9oJSRI=,13,21,female,9,20100911,20170206
6908,14006,33160,KUoFGcpdGLCOCNfahl+CgLUEjrdyb/1NFTMioiumaXs=,6,27,male,9,20081015,20170930
6909,14011,33167,/uCMbm3tnd6lhKx6SIEbe0pjlsdXn87kVpTcMgPZ0x0=,13,28,female,9,20101107,20170629
6910,14013,33169,izeRx0AB465gVzECyFM4g5NnUoG5oYQ3q+QDnU/a+X4=,8,25,male,3,20161204,20170709
6912,14016,33174,MhAlTdVsfCPd7EuCjaRWDtqX0b2/HUKcOesdH6dxmjg=,9,27,male,7,20150711,20170911
6915,14019,33178,fVm6fpZgAufMhLpGVFjJ5hWnDTTyOQonISK8ooZWNHs=,4,26,male,9,20090406,20171212
6916,14020,33180,IUtnk2iUXMRtQQVSRHY4CFaiQ7c2uCvwIvkIsrWQ9M8=,6,19,male,9,20110220,20170916
6917,14021,33186,+ETaO2/LBc+P68N839nOjAa1gj+ZJrxRZMV8B2qG2C0=,13,28,male,3,20130904,20171002
6918,14022,33189,KATtmNMwlhgxoSCV3vJmOJSZ4N7IavqEGcUOZxxd9vk=,6,21,female,9,20141121,20170712
6919,14023,33193,Mu3Tu++Z0kcLhiT49ydwi7KDkXF+LoENQXHuiQ/UKNY=,5,23,female,3,20120818,20170810
6920,14024,33194,EhDu4wuVAwDJA0Z+s88/81bWOC8JMzlXCDnEHKrUe/4=,1,23,female,4,20161223,20161229
6921,14025,33206,c2ZhAeAy5AQKLrjgrwWLU3BVJvSCIzoj07yAM8s99Jc=,5,21,male,4,20161012,20170711
6922,14027,33209,eSkNLhSuVAPIFy5tEECrdMedRWSb2F2H7Sh146ktyaY=,6,26,female,9,20130116,20171124
6923,14029,33212,gsq6eWg3OzHmLr+JslXF0Mw1LftYF0zDC/8AIxN5Wys=,21,27,female,9,20120115,20170617
6924,14031,33214,kiQPq69XycXNC4eo3oh5GbO3iF2DsBfCfdp2VisVJwo=,9,21,male,4,20161215,20161218
6925,14033,33218,osVkZRpFZUUCi8tcg1Y2k59m7FdtxnnqjyOOvc4T7Wc=,5,26,female,3,20141124,20170921
6926,14039,33235,IAKJ8hjFfh1ovTkjf0pwSPoZr7pA0P5QkbIJLBmQpmo=,18,21,male,3,20140111,20180221
